"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Domain","use","details","Value","CV....","Fruit","Category","Item","Metric","name","code"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",28,31.3,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",426,82.8,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",NA,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",580,2.7,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",NA,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",580,2.7,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",NA,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",568,2.8,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",NA,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,34.8,"Strawberries","ORGANIC, PROCESSING","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,30.4,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,30.4,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,30.4,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,NA,"Strawberries","ORGANIC, PROCESSING","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,NA,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,NA,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,NA,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",174,8,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",174,8,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",170,8,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",15,39.7,"Strawberries","ORGANIC, PROCESSING","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,45.6,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,47.2,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,47.2,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,52.1,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,52.1,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,47.2,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,52.1,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,36.7,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,15.7,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,15.7,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",181,33.3,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",177,33.4,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,15.7,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",177,33.8,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",680,79,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,30.4,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,30.4,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,30.4,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,30.4,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,30.4,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,30.4,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,NA,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,42.5,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,42.5,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,NA,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,NA,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,39.8,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,38.9,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,24.6,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,24.6,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,24.6,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,61.3,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,24.6,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,24.6,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,56.2,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,56.2,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,24.6,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,56.2,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,38,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,38,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,59.2,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,59.2,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,38,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","IOWA",19,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,59.2,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,69.8,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,69.8,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,69.8,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,94.6,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,43.9,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,43.9,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,94.1,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,94.1,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,43.9,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,94.1,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,30.4,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,30.4,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,30.4,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,36.7,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,15.7,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,15.7,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,33.3,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,33.4,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,15.7,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MAINE",23,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,33.8,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,36.7,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,15.7,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,15.7,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",158,33.3,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",158,33.4,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,15.7,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,NA,"Strawberries","ORGANIC, PROCESSING","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,36.7,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,15.7,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,15.7,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,33.3,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,33.4,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,15.7,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,33.8,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,61.3,"Strawberries","ORGANIC","ACRES HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,24.6,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,24.6,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,56.2,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,56.2,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,24.6,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,56.2,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,37.8,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,37.8,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,47.9,"Strawberries","ORGANIC","PRODUCTION","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,47.9,"Strawberries","ORGANIC","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,37.8,"Strawberries","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,47.9,"Strawberries","ORGANIC, FRESH MARKET","SALES","MEASURED IN CWT",NA,NA
"CENSUS",2019,"YEAR","STATE","MISSOURI",29,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,24.6,"Strawberries","ORGANIC","OPERATIONS WITH AREA HARVESTED","N/A",NA,NA
"CENSUS",2019,"YEAR","STATE","MISSOURI",29,"",NA,"",NA,"ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,24.6,"Strawberries","ORGANIC","OPERATIONS WITH SALES","N/A",NA,NA
